file	Main Script	alphabet	Common	Latin	Greek	Cyrillic	Armenian	Hebrew	Arabic	Syriac	Thaana	Devanagari	Bengali	Gurmukhi	Gujarati	Oriya	Tamil	Telugu	Kannada	Malayalam	Sinhala	Thai	Lao	Tibetan	Myanmar	Georgian	Hangul	Ethiopic	Cherokee	Canadian_Aboriginal	Ogham	Runic	Khmer	Mongolian	Hiragana	Katakana	Bopomofo	Han	Yi	Old_Italic	Gothic	Deseret	Inherited	Tagalog	Hanunoo	Buhid	Tagbanwa	Limbu	Tai_Le	Linear_B	Ugaritic	Shavian	Osmanya	Cypriot	Braille	Buginese	Coptic	New_Tai_Lue	Glagolitic	Tifinagh	Syloti_Nagri	Old_Persian	Kharoshthi	Balinese	Cuneiform	Phoenician	Phags_Pa	Nko	Sundanese	Lepcha	Ol_Chiki	Vai	Saurashtra	Kayah_Li	Rejang	Lycian	Carian	Lydian	Cham	Tai_Tham	Tai_Viet	Avestan	Egyptian_Hieroglyphs	Samaritan	Lisu	Bamum	Javanese	Meetei_Mayek	Imperial_Aramaic	Old_South_Arabian	Inscriptional_Parthian	Inscriptional_Pahlavi	Old_Turkic	Kaithi	Batak	Brahmi	Mandaic	Chakma	Meroitic_Cursive	Meroitic_Hieroglyphs	Miao	Sharada	Sora_Sompeng	Takri	Unknown
cmn-cmnfeb.txt	Han	 ，的。们他人我你是在上一不这为了有：就说耶帝之到来“”稣要会那所以和个因对如子但天？自信、得里也去中都过让后主于道时样看大而生！把徒能果么地可事基知将给些从见法做出着督己其前被起利亚门然众没行开正此与多经心受听告身下想现什向死已还使教无同罪当撒成应回父只好面圣用并太走灵像切罗相世问话爱彼‘’家进名力该却西真又很保意约犹拉先；活诉获必方长命她通路何拿候带非体作位吗发律实间福弟它恶认离定讲望感希言十善国分任安女物派儿明住种民比理祭接—音更神再头亲求老吧始救证叫难显复情便传答最随手处直谁解 城服提兄各曾者或呢王荣赐日吃永愿入判才外重放两耀良请站马全远遵加界即量论待关孩边第打啊声找司义仆师二恩害苦承祷立跟满许未写变洗翰巴由字小怎刻审予三食确伯冷识次及指杀式示息高导权赛照完别堂结坐管光需备母喜每常造鬼终友守记述水口摩至羊石持船欢座工点拜语夫领治哪礼准色文洁万四怕平反玛临眼衣海拥年）祈典快称动群（犯朋尼思殿性几野表决降尽异新妹诺留令交达继落选七列责弃美仍按内妇惊属魔迹姐预亡续底除痛白公毁献雅敬另火钱本掉收否控释免失架妻东山病血享等倒绝今男往类喝尊卫流邪追帮士代送伟强助罕施树奉视族改百祝智穿赞脚聚存够根喊越书官建割诚清宣坚须愈酒宝借凡赶则饼暗纷总咐错哥拯整千宗唤甚循若值财赎怜部化召寻足风制附背担条件祖节房黑伤阿首布深富卖期淫消谢丢供番议兵跑腓争充斯特呼侍迦五封鼓据止奇晚目净迫原励战迎护悯遭拒银钉取旦灭乐右墓奴慧兽醒夜集引悔惑吩园勒监合空脱统乱丈屋哭注度婚近故耐验推敌且择连试断号荒凭忍金算警创展农困递亮牢少归欲骗块孙辩禁田饭牧角坟停句产围久誓穷坏数欺市烧居毫胜麻耳旁既历顿患恕假吹悦虽象币气遍怒灾羔共驱土迷负渴辱星忽念恨税装花餐容膜考弱德束恒蒙转葡萄顾喻机热瑟香鱼古击题兴报躯医赋严夸扫访细区麦愚赖贵宽彻遇肯觉包计米程袋周弗烈盲段晓刀罚庙品怀靠务播散举震致污隐君误睛讶.学双益月询旨悲探纯秘摸初软顺逃埃格场灯早倍仰抵谎源返藏赦陷朵员抓干买逾抹劝器谈评帕露娶扬羞诫违刚惩读咒虔劳付忧岸葬睡恰叛轻允聆肉系隶腊婴傲偷攻威村激杯0革祸午似寡奥波诞饥精坛伪忠卑授纳 妒形努慷慨伏设哀唯庭奸舍暴敢摧贪户摆诅掌置休饿痊规阳伸破片乡支升沉仅凯例划河般捕蠢颂木况残浪畏谦疑云骑虚嫉沙配诱批微饶草乎旧庄途恐商邀响膏超朽俗铁嘱味脸吏标熟跪磨亵渎份枝酵独排竟牛效役囚抱函伦裔赏抗笑吐括某投袍冠八张印闻私蛇砍阻讯网庇疾养触静图歌职谋伴态驴专戴末办耻愤赠皮扔猪飞略缘闪六席嫁仿捉狱惧紧慰慢低极憎观楚荆棘险避费鞭差启夺绑幸团晨欠橄榄讨压参价锁斗谷跳台左贼盗易客舞捆忘抬冒押业腐托岁泣谤温密鸟缺盖折愧碎红料逮谴状卷宴克芬弥袖修毒俯盼纵虑聪恳埋垫裂顶跌秽肠慈青筑筵呐鸡半佛军庆适惠偏育依贫废宁邻仇雨愁忙狂床逐饱剩凌罢招影固骄互危冕胆烦遗旅碗彰龙具腰虫践尚街粮钟塌摇郎嘲索牲习棵步腿齐皆败婢暂执仔抚省瘫痪察洞珍披冲默丰逆揭奖遣南肥1掰征丧九牵短厉饮沫环链睹侧捐楼吕质哈孕境乃黄鞋资损诲辛珠幕桌灰剑占唱游泥枯阴防刑怨究婪赚陌吻队侮雷尾湖仪际翻距增巨焰烟馈术尤兰坦驾替昼叙踏虐窃衡普荡余拔菜届匠篮怪换池宰研醉油赤拆院伙营尝查组斥款殴累躲挑渊盛胞皇拋墙岛颗华模积健乏躺退艘补瘸碍嘴疯悄移偿绵惯抽奈扰壮奔混航诡恢径紫泪燃胸榜勇帐乘帖梦鸽沿骂牙狗训淹哑镇杖尘柔寄厚挤悟迟堕粒粉尸坠闲弄崇载罐济裁唾势骚调趁含诈爬煽朝绕曲笔赢额辞透匹勉林嘘绊圆炉敲倾稳栖登悖芦苇6焚植齿恼沮拴铺摔骨赴局冬惕辰拾弯妄·吓刺塞拖仁宇诗驳歧甲狮-玉诸毛挖闯康延辨岩刮谅漏铜牺冰府瞎均芽浅萎3闭速盘孝兆搭笼稍单针偶夏邸滋镰吸硬舌挪懂搬泉殊浦卒宙洒脑录塔(崩驼忏仓黎渔凳志堆狼摘凶稼惜扎沃采库阱彩罩债景酬锡幼叶妓租佃党纪饰季电端倦削撕牌酸裹滚挡剧扶簇急叹芒飘抛戚奢灌2兢貌犊硫磺《篇》球屈慕滩广功案撞优译嘉谱博丝乌颇药测吾涌盐咸兑碰穴窝丁携遮雀婆聋武逊挣穗壤钝臣拘昏栽胃钥绳踩砸畜妥陆昧漂懒惰讥抢缚柄睿邦甘松暖鸣签垂班履订毕娩魂炼剥井戒乞盯呈委娘忡杈剪纠昭车袒祀吵素搁染锚擂序练琴晰纱粹阅瑕锋仑渺乳蝗蜜敞蔑桶词悉丽鲜扮咬郊宾胀苏迈抖坑腹崛糟薄板芥巧匙概辖贩耕谨洋吞翅慌哺瓶浇蘸吟疲棒逢编凿恋鲁涂零匆淡烤顽撰运胎渐瓦陈溢材擦蔽篷蝎操瘟疫艰豫淌雾唆详挨胁联4符挚闹胡货迪率港驶秀磐荐奶较豪型甜册玻璃壳捞贞蛀织泛挥岳崖扯笛蛾卜媳宫孤芜渣肚孔维账骆雇轰娼酿逝膀秃洪舟汉笨陶诧戏髑髅幔层森捡巷摒脏搐睦佩…枚熬握辘填峦谓珥悬勃粗奋漠歉厌疮丐隔诩艺虏奏昨廊线矩忤捎购肋尺串姆域演肆诵棍柱剃裸巫项您艇减藐章盔构妙酗妨镜佳竭榨江焦疵欧玷誉阎刃竖谊狄碧雹著俄苍)政禀嚎撇逼套陪锈蚀鄙喂寿屑梁窄阔滥撼狐狸倌渡亭掩糕杂拣岭袭泄诽脖熄忿缴肩拦沦辜吊估朱陵垮丛央坡拢股跺秉斩薪挂踪姻嘛雄昂浸沾颁槽臂猜辈鞠躬撑协添宅伍侈5聊栋拂童碌叩堪爸狡捶绪屠突绿稽矶旷限睁溪俱描缠巾轮膝腾旬扭戮阵恍惚昆赫鉴墟欣伊壁哲翼喇扑申拷甥简北舵尔级枷介范讳础噬脆芳墨谬娃瓜柜驯歪晶鹰喷瑙兹惴斧簸幽衫室纺寥蒺藜盆煮涛褶猛轭喧嚷稀晒迅苗搜怂恿促晕赔钓喉咙阉姊亏篱笆瞭奠衔荷滤佑鹫黯嫩坊拳掴骰浑贿汇缝丘镣睚蓄唉灼掀嗣冗箱砌盾孚瞧颤滴寒跃纽鸠桑缅伺旱缦贴傧刷棺眷巿湿润皿搡龄店销劫翁烹孽肿尴尬幡恻炙舒贬斜垒俘汹挺蛊籍盏愉烂棚隆圈堵棕枪斤痕扇匮幅迁忌甸洛咆哮萨莎吁腕屿擅凑覆窗朔耽吝贡颠阶腔郑莱陛姓缓帆卡泳谗酷液截衷呻培慑障勤垃圾琐苟融秩窥弹筹措庞振憾裕猾宜​豆呕喋蛮佐辉惭蜚怯辟吉儡诋歇燔凋嚼社讽元虹哉磅翔蓝茄璧玺删亦滨癫痫瘠捏叨眉梳狭啸淋陡峭症囊凉企冥芯贝催侵潮丹晴峙扼崽匣茴孜蚊屡瞌藉酝掷笃雪赂嘶厥繁茂荫拍尖锐匍匐菲橹斐僵腌郁闷陨涯煎矛哼帘栈魄斑雏洼叉鸿鹤鹿吴挽搓湍跛珊娜蓬瞒妖盹犁觅蛋析副疏鸦栏扛锄舔矮辙嫂恭怖惦厅契筛汗嗤醋h艾储矣搅桨孪悼呆莲哒拭榈澡汲椅茎叠篝饪榻梯旋瞬踝勾蜂插抨郡俊嘿宠寝捂缉鳞栓盈朗攒镳殖售刎氓嚣拨遥塑龛叮蝇趴狠豺卸蹈肢策援夕飓缆7湾洲柴痢雕逗馆诬唇贺祟驻疼粘锅岂蜕忱炭核蔬阐谕氏伶俐贱藻邃娴稻秆肮倘画轨盟锣钹殉糊箫枉剎眨倚眩茫颜拼眠劣涩堡铸巍峨扩趾傻缒瘁伐溜署掏倡检疤翘烙躁谩屹箭竞绍诀鼻凝暇筋络挠嘞遏弑拐祥慎呵疽稚/唐潜剖髓遁锤烛涉缩骸侦筒褴褛驭禽敛扣胖秋霖春髦垢衰忆烬趣霭谚爆炸纸捍溅泡剔瀑羽恪炬弓蹋泼糙晃炎堇螫驰亿幻甩豹熊斟硕踹涨涸蛙霍滔绸桂臭浓峰莹缀翡翠澈	35	1																																		2547																																																																			
cni-cniNT.txt	Latin	aie trnosc uqmpj. hvyIA:TJP—NO“”?¿YMEQS;C0V1‘’27465()38/9-lb	27	33																																																																																																					
cnl-cnlNT.txt	Latin	³ ²'aeinuɨj os̱lrc.mdqt¹xøé́úEʉíJáCñǿg óDb:QAŋh―LMRyB¿?NüIpXPSz“”TGÑ’fvŊÉHU¡!ÍFZOƗY;kÁǾ()Ó	20	68																																							2																																																														
cnt-cntNT.txt	Latin	 ₂a'inuj₄ ₃₅gesáɨc₁loëmd́t q.óéJŋbrhúDí:CTL;I―¿?A-üNSPME“”pO¡!ÉŊG’fRUvQBzFH()Zy0[]ƗÁkÚË74Í9261x3Ó5*ñX=8	37	65																																							1																																																														
cof-cofNT.txt	Latin	a ineutcols rmhjqy.pJb dwDfá!íTNAY:MCP—úéL¿?SIóEW;UFOBgvGQHRzZ“”()xñ	14	54																																																																																																					
con-conNTpo.txt	Latin	a eisn'cutom jqhgdpfy.bñTvrCJ N:úQAl—MÑP¿?“”ISéáEFzDOóíVB¡!LRGH;Y–Z‘’()U-xḱK	20	56																																							1																																																														
cop-copbhc.txt	Coptic	 ⲈⲚⲞⲀⲒ ⲨⲦⲘⲤⲠⲢϨⲰⲎϤϪϢⲂⲖϮⲔϦⲪⲐ.ⲆⲬⲄϬⲌⲜⲮ-][6/	8																																																						31																																																
cop-copcnt.txt	Coptic	 ⲉⲛⲟ⳿ⲁⲓ ⲩⲧⲙⲥⲣⲡϩⲱⲏϥϫϣⲃⲗ.ϯⲕϧⲑⲫ̅ⲇⲭⲅϭⲒⲠ⳪ⲍ͞Ⲫⲝ̇ⲯⲤⲀⲘⲎⲄⲆⲔⲂⲚⲌⲦⲋⲈⲬⲢ✠Ⲟ-Ⲑ(Ⲩ⳧)ⲖϨϦ	7																																								3														58																																																
cot-cotNT.txt	Latin	aie tnuoqrcjsmp ghv. IAy:JPC—QONT¿?“M”‘’SY!¡0E1VñG3274;5()6l/8[]b9zféódíRxL	30	45																																																																																																					
cpa-cpaNT.txt	Latin	 a²¹ihn³jsg udcølm.oteáúǿJq éDíŋbróCH―M:TëĹP¿?AN”“¡!GSp’fQEBvIzFRŊZUüO()yxkÁÚǾ;ÍñØVÓÉ	19	66																																							1																																																														
cpb-cpbNT.txt	Latin	ai trenko spmwyhz .IjñPAJcTg:“”-úORlEud¿?NKCbéí‘’áMS!¡0óFGB1YÑDvHfq72L45Z()W68x3U9ÚÁQ	26	59																																																																																																					
cpc-cpcNT.txt	Latin	iat nkro mspywjhz .IñAJPecT:“”-úOlug¿?dNKCbí‘’áéSM¡!0óEFGB1ÑYDvHfR27Lq45Z()68Wx3U9ÚÁQ	26	59																																																																																																					
cpu-cpuNT.txt	Latin	ait renko smpyhvz .jñIAPJcT:“”úO-lud¿?ENígCKbé‘’MS¡!0áóFB1ÑGDfRH27qL45Z()683xU9VYÚÍQ	26	58																																																																																																					
cpy-cpy.txt	Latin	ai terknop -msyhwz j.TIARñcJ:“”PlOEúNbdu?¿KéMSá!¡íó‘’0vFCB1DLH7fgq24ÑY5Z3G68{}9U()xQW;ÚÁV—/	31	60																																																																																																					
crn-crnNT.txt	Latin	 aꞌeɨtjuińmr cáshpéy.í úxAvzoDMJCT:―lNSP’¿?db“”IqóRgHfYàEBGFXLZ;ÁƗUÉ¡!O()kèVñQ	16	62																																							1																																																														
crx-crxNTpo.txt	Latin	 'nhueiaotlds zkwyb .-cEgúámjríNYSóI“”AMéJ?L!PDpBTCG()‘’fW0HUKOvR1Z:̱24537x9F68;%⅓q⅕$/⅘Q¼	33	55																																							1																																																														
cso-csoNT.txt	Latin	 ³²hná¹uijaɨt scílḿoú eñéqó.bJdzrTDHg:y;C―pQ?”¿S*PML“N¡!ëÑAf[]IBvEGRZFUOÉ()kxÓÁ2ⁿ	22	59																																							1																																																														
csy-csy.txt	Latin	 ainhtu gemkslpo wcz.bTvdAPJ:r;?BCNMKSHyGEI-LDZV!RUjOFx“”q()f'‘01Q	17	49																																																																																																					
cta-ctaNT.txt	Latin	 aꞌiunc̱ytosl hjged ñb.mNxqárJ―Lú;C:pSTPíX¿?ó”“MBéHÑAü’fEvIYFDGQzZ¡!R()OkU	16	57																																							1																																																														
cth-cth.txt	Latin	 ahnetiokuwmglp r. sdcvAbâHByIPJKWCNSMTz0LEDORGîZ!F12fjû53V4YU76:8ê9x-)(ôÂ;‘'“q”Qת	25	57				1																																																																																																	
ctp-ctpNT.txt	Latin	 anꞌiukewtyos chld ñ.rgNjxbmJ―ǎ;úKLSTǐ:íBXWMCǔ¿?“”PpéYAáěó¡!’fIEÑvDGHzqFZRO()U[]Q	18	63																																																																																																					
ctu-ctu76.txt	Latin	 ia'lcetonbjʌuhy ms.ñqprxwCJ DTMúP:dYA¿?áéLSóBíWIgvzfEQÑHGFNXORZU[]();kÚ120	16	59																																																																																																					
ctu-ctuBl.txt	Latin	 ia'lceto bnjsumʌhy.ñp qwxrJTCMD:údYPA¿?ígWLI“”éáESóBvfÑzXHGFURNOQ()¡Z!014267Ʌ;35k8―/Ú	26	60																																																																																																					
ctu-ctucti.txt	Latin	 ia'lcetonbjʌuyh ms.ñqprxwCJ DTMúPꞌ:dYA¿?áLéSóBWíIgvzfQEÑHGF*NXORZU[];()kÚ120	17	60																																																																																																					
cub-cubNT.txt	Latin	 eaʉirjcmovn ubydpá. ̃ãt̶Jõsqĩ́óñéAúíũQMɄC:ẽl“”—NPYDI¿?ÑhSBEgT’ÃfO¡!ÁFGHzL‘RÕZ;VÉĨŨxk()ẼUÓÚ	17	71																																							3																																																														
cuc-cucNT.txt	Latin	 ³ai⁴nh²ej oulct¹s mˉg⁵qúJ.ryIdñp:;Qŋ―ACS¿?MHP“”íLTbNáO¡!’ERéfóGBvUDzFZY()xŊÚÍÑk	22	58																																																																																																					
cui-cui.txt	Latin	a einoptcxbusm wryhjʉ. dNJBPúq:MIlDCTA—“”éSEf¿?íY‘’vX¡!góWázFGHL-ZRO;()UkVɄñQ	18	59																																																																																																					
cuk-cuk.txt	Latin	a eidg-nbmurslo kw. yBDAtJhcʼváp:IG”MESíúWéN“ó¿?()—0R’z‘CH1¡!fPUFL2qO7TZ5346Yj8Q9É½xKV%+;Á¼ñ[]Ó±	36	60																																																																																																					
cuk-cuk09.txt	Latin	a eidgn-umbrs ol kw.yDBtAJúpc:h“GM—¿?ESWNCPIé”í‘1’RFó2váO¡!TLHUfz34q60598Z;x7()YjKñÚVQ	28	58																																																																																																					
cut-cutNT.txt	Latin	 nehacidoyu̱ t vrms.DqNClAáó:TJ―gpIéMíbR¿?PHVSf“”úU’¡!zEBYGQjFLñZO;üxk()Á	16	56																																							1																																																														
cux-cuxNT.txt	Latin	 ina'ⁿcuyedāí hsáútɛmūégv.óīNrl ēpJCT:Db̄SIóM¿?ñfPzEÚÁAjōĀBGHLFqV;YRZO“”Íx()UkƐŪQü	13	68																																							2																																																														
cwe-cwe.txt	Latin	a iunlewokmhgy dszb tM.vc'fjY“W”KNIpSCHL?!VBP‘A’TOUEDGZF0‚5432671-J;8:9()	27	46																																																																																																					
cya-cya.txt	Latin	 an'uic otyeshlñ dmj.gqxrNC:XJSTúÑ?¿bULAM—pYíEPéQfvIóBáGDHz¡!RF()ZüOkV	13	57																																																																																																					
daa-daaNT.txt	Latin	 aiknoue rtgŋymsl dɗ.bwc-̰jphBKIM:z«»ŊGɓY*AƴRPNƊ?TH!SDZWE‟”OLƳJ’CUƁ()0[]41265‛738	28	52																																							1																																																														
dad-dad.txt	Latin	 aeinou dgf rymltsbkĩ.wẽãõANJ“”ũTpISK?OEPMĨÃUF!‘’GDhBÕL:HWYRv()0;1-24–6j…53[]798	29	51																																																																																																					
dah-dah.txt	Latin	 eaŋiruynogbmd kthl.wsp AKfYIGNB“”MDS?HP:F‘’UT!0E1R7LW24O63()Ŋ589[]-–	27	42																																																																																																					
dan-dan1931.txt	Latin	 erdnastigolm kvhfu åbøæjSH.pEyRMDFB;NKGJTI:LOAV!“”P?*ÅØz'0UÆ[]-{}1Z23é54c6Y78C9()/xïÉ+=&Xí	33	58																																																																																																					
ded-ded.txt	Latin	 eangcimou dkyrsfbh.t pwNAYzKI“”GMEBUOSPT?F’‘HDWlR102C475!:63()89⅓[]-—¼/	30	42																																																																																																					
deu-deu1912.txt	Latin	 enirdsathulcmog bw fz.HSkvRüßEGpDäWö;KAMU:BJLNTVFIZPj?!'OyÄC-”“[]()2ÜÖ134q57860Qx9‘’	28	57																																																																																																					
deu-deu1951.txt	Latin	 enirdsathulcmog bw fzkSv.HüRGEpßDäöW;AKMB:U!JTLNVFIjPZ?0-O()y1ÄC2«»4][5386Ü97Ö'qQxY`‘’	29	58																																																																																																					
deu-deuelo.txt	Latin	 enirdsahtulcogm bw fzv.SküGpJHU;öWäß:DMKABETLVFIjNPZR!?O-yÄCÜ()”“[]0Ö'124Q6q35x978Y	26	58																																																																																																					
deu-deutkw.txt	Latin	 eniradsthulcmgo bw fz.kvSüGpJHäößDWAB:MEKTLVFU;!IjNRPZ?-Oy0CÄ'“”2Ü1Ö53467()Qq89xïëY	24	60																																																																																																					
dgc-dgc.txt	Latin	 anity dsukémeogl pb.hwrEDJP“”SNMTKI-A?BC!;HˈG‘’:LOUR()áWYí6Zzj[8]	20	46																																																																																																					
dgr-dgrDOGNT.txt	Latin	 eıah̨t'ds ìgǫèàònokwyl. złx-ɂcNErm“DZ”jKHbSAJuęGą?PTWpIM:’‘Y!BĮC()L;RvF0fÌŁXO125463798UÀǪqʔÈQ—	27	67																																							1																																																														
dgz-dgz.txt	Latin	a neimuwp gotdrsk.y bGvAIM“”NDPWlKES?OBT’!‘0YU()VLR142536978-hJcC	23	42																																																																																																					
dhg-dhg.txt	Latin	 a nuryhmŋiwlgbtdjkä .ḻoꞌG-pDeBḏs“”WṉṯŊY?M!N’'‘R:Ḻ0[]12()ḎLx;C54AHE6c…	25	45																																																																																																					
dhg-dhgduwadha.txt	Latin	 a nurhmyŋilwbdkgtäj ḻo.ꞌG-pDeBsḏW“”ṉYṯ?Ŋ!MN’‘:RḺ0[]12() ḎLx7;C54AHE6c	25	45																																																																																																					
dif-dif.txt	Latin	an iurt jglkowpmd e.JNbs:;“”GhKPM?W-TC!AS0BcDyEIHvLäRz1—Z()2F4x536UO9öq7VX8YQ	24	53																																																																																																					
dik-dikNT.txt	Latin	 ka neicutëlïɔḧyɛro bmä.dwpŋöNgKɣjJ“”GAWRPYTB?IMƔ!EDL‘’CË()-ŊOH[]UƐ041	18	52																																							1																																																														
dji-dji.txt	Latin	 i nargumyljdbpk wtŋ.ṉ-GḻAMYḏNDoB“”s'ṯLReW;S?I!K():Ŋ‘’0hP1C5T472E3986vcJṈHZzḺq	26	52																																																																																																					
djj-djj.txt	Latin	 a rbnkyádjlgéimwóí.eú- oNKuB()YDMsphJ“v”	9	32																																																																																																					
djk-djkNT.txt	Latin	 aienuosd ktfmbg.wl pyMDNGáJBA:“!”SWKhT?FPUjELI‘’Y*OHzv1023645789();-Zr	26	45																																																																																																					
djr-djr.txt	Latin	a nuryiŋlhmwdjgk tbä o-'p.GeDḏBsḻYWṉ”“ŊMṯ?N;C*‘’!JfcLR0T…v1PḺA27S4I5HḎ:FE6U3qx89K()OzZṈÄ	28	60																																																																																																					
dob-dob.txt	Latin	a ienꞌuot wgmsbdly .pYTkE“”GIMAPKNS?OB‘’LW!DU:();-16c34vrR	19	39																																																																																																					
dop-dop.txt	Latin	 ɑtnɩɛlɔʋkpsǝ́mɣiy .ewuŋo Ɩ-chəTPYMfNA:SKḾńH?0LWI()Fḿ12OC354*67U8úƐ9éŃ[]óí!EƆq	23	54																																							1																																																														
dov-dov.txt	Latin	a iuknlmb ewoytzsd .hcgpMjNLJf“”APKvB?T'WSIEU-O;!FG:CZDH()áYr’‘[6]41ÁÍR230É7—óÓÝ59`8Ç/qú{}Ú	33	58																																																																																																					
dwr-dwrENT.txt	Ethiopic	  ንያናዋኣዳ፥ሳዴታቱይሲ።ቴማባካላዲኔፔኒውጊኡሃኢራዎቲዬኦ፤ጌዪቃሂጋቶሬሄሱሺፆጎሪኪቤኖ«ዒሊሚሴኑዶሜሻዓኬር»ኮኤዉቢዌዛሌቦፃሮቆሎቄቻ?ዔጉስሁሞፓዱሼፂፄቂፒቁዮሙፋልኩዑሉፑጫሹጪዖ‹›ዜፖጲፊጴምቼሶጮቡዚጳዩሩፌቹዙቺጬ!ዞሾብጄዊጩቾፁፎጶሆፉጂ፡ኃጃጱግጁ-ጆፍትፅዝድ[]ክህ()ሽ	13																									147																																																																													10
dwr-dwrNT.txt	Latin	a eintdos uyhwkgmplbr q.7c;AxzYX“H”TSGfIN?KPQMU‘j’BDW!ELOZRC:-F()[]	18	49																																																																																																					
dww-dww.txt	Latin	a ineumto dbrkḡygswv .pBTMYà“l”èDNIKJAP?SV!R‘’UEG:1h0H27L4•-j5OW36F()8f9;xḠc½	27	50																																																																																																					
dwy-dwy.txt	Latin	 a uynŋirhwmlktgjbdä oꞌ.-eGḻpDsḏŊWṉ“”YJB?ṯM!N’P‘':SvRH0CḺcE[]A1L2();IzK TxZ5ḎO4fáFṟ	24	59																																																																																																					
ebk-ebk.txt	Latin	a niuyksh mtcoegprlf. -wdAbNJDú“K”MICTHES?P!'FUL‘O’áGW:BóvézRZ()í[]j;xYq	18	54																																																																																																					
eko-eko.txt	Latin	a ieo uhntwklymrpsz .vjfMY:NA“”KEOPb?W-S!IT';‘’FdHRLcBZDVGJ()U[]	18	46																																																																																																					
emi-emi.txt	Latin	a eitonlugm skhvr p.dGIMA“”KTNLPVSJ?UEb‘’!()0BROD1;:H2j47-536f—98z+Fx	27	42																																																																																																					
emp-empNTpo.txt	Latin	a rdbie̶ãʌuj conmsẽ.̃wpĩMtõũqÃ yźJl–Bg:hAIDíESNC¿?PvWá“”éZ¡!GHRLTẼQOúɅU;̸ó-0()Ũ13524Ĩ7[]968xVYKñ‘’kÁÕ	30	68																																							4																																																														
eng-eng-asv.txt	Latin	 ethaonsirdlufm wycgb pv.kA;IJ:TGSBH?-MLEjWFz’ONDPCxRqZYK!U()æV[—QבגדהוזחטיכלמנסעפצקרשתïÆ]ü	15	55				21																																																																																																	
eng-eng-Brenton.txt	Latin	 etahonsirdlfum wycg bpv.kAI;L:JTGSB-ME?jDOxWHFCPNz'qRæZY!K—UÆ()[]ëVœïöü’‘QXﬁ“”ﬂ	19	61																																																																																																					
eng-eng-glw.txt	Latin	  etoahsnirdluwm yfcgb.vpHkI’J“”TSYWGF?PAMNLjCB!D;‘zOxE:R-()Kq—UZ	16	49																																																																																																					
eng-eng-kjv.txt	Latin	 ethaonsirdlufm wycgbp v.kAI:;LODTRJGSBH?M¶FjWE’NzPCxqZ-YK!U()VæQÆX—[]	16	54																																																																																																					
eng-eng-kjv2006.txt	Latin	 ethaonsirdlufm wycgb pv.kAI:;LODTRJGSB?HM¶EjWFz’NPCxqZ-YK!U()VæQÆ—[]	16	53																																																																																																					
eng-eng-lxx2012.txt	Latin	 etaohnsridlufmy wcg bpv.kAI;L:JGTSBEM°?jODH-xFWCNPz'qYRZK!—U()’[]*V1Qﬁ9X20“”ﬂ45	26	54																																																																																																					
eng-eng-rv.txt	Latin	 ethaonsirdlufm wycgbp v.kAI;:LODRTJGSBH?MjEFWz’NxPC-qZYK!U()V_—Q[]X1	17	52																																																																																																					
eng-eng-t4t.txt	Latin	 etoahsnirlduwmypcgfb .v kITYSJGM/[]AH“B”E’!WDR◄►P;xjzOLCN0?-Q‘:Kq()UF}{1Z235476 —V89'<>X#%	39	52																																																																																																					
eng-eng-uk-lxx2012.txt	Latin	 etaohnsridlufmy wcg bpv.kAI;L:JGTSBEM°?jODH-xFWCNPz'qYRZK!—U()’[]*V1Qﬁ9X20“”ﬂ45	26	54																																																																																																					
eng-eng-web-c.txt	Latin	 etoahnisrdlufwmy cgbp .vkIT’Y“HAJ”SG;BMWL?FEDjzNP‘xC!:ORqKZ-—U()VQ[]X	18	52																																																																																																					
eng-eng-web.txt	Latin	 etoahnisrdlufwmy cgbp. vkIT’Y“HAJ”S;GBMWL?FEDjzNPx‘C!O:qRK-Z—U()VQ[]X	18	52																																																																																																					
eng-eng-webbe.txt	Latin	 etoahnsirdlufmwy cgbp. vkIT’LDO“HARJ”GS;BMW?YFEjNzPx‘C!:qK-Z—U()VQ[]X	18	52																																																																																																					
eng-engaoi.txt	Latin	 e otahnsidrluwymg.pcfb kvT'IJ“GA”SHYBWLEM?Cj!PN‘’DROz0FxZqK-135927846;:UQV()	26	51																																																																																																					
eng-engasvbt.txt	Latin	 ethaonsirdlufm wycgbpv .kA;IJ:TGSBHL?MFjEWzON’xPDC-qRZYK!U()V—QXבגדהוזחטיכלמנסעפצקרשת	13	52				21																																																																																																	
eng-engBBE.txt	Latin	 eotahnisrdlfumwgy cb pvk.AI;L:TJGS-BMH?E'FWNOzDPjCxqYZRK!()U—V*[]Q	16	51																																																																																																					
eng-engDBY.txt	Latin	 ethaonsirdlfum wycgb pv.kA;JI[]TG:BS-?HMjELzWF'DPxCNOq!ZR—KYU()V*Q“”	18	51																																																																																																					
eng-engDRA.txt	Latin	 ethaonsirdlfum wycgbp v.:kAILTGJBSjH?MFWEO;CDxNPz’qRYZ-)(UK!V2Q[1]X46	18	52																																																																																																					
eng-engemtv.txt	Latin	 etoahnis rdluwm fygcbpv.kHAI“”TJGBMS;F?LCjYPNWx‘’!:DzOE'q—R- ()KZUQ6V	19	51																																																																																																					
eng-engf35.txt	Latin	 etoanhsi rdluwmyfgc bpv.kHIS“J”AGT;B:L?!WCjNPF‘’'—YMx)(DzOEqR-K []UZV012/3Q6849…X=	31	52																																																																																																					
